snow_depth,snow_water_equivalent,elevation_band,month,year,state
24,9.7,8,04,12,utah
0,0.0,8,05,12,utah
0,0.0,8,06,12,utah
34,8.0,8,01,13,utah
44,12.8,8,02,13,utah
45,15.1,8,03,13,utah
34,13.5,8,04,13,utah
29,13.6,8,05,13,utah
0,0.0,8,06,13,utah
21,5.7,8,01,14,utah
35,9.2,8,02,14,utah
44,13.9,8,03,14,utah
50,17.4,8,04,14,utah
24,10.4,8,05,14,utah
0,0.0,8,06,14,utah
26,6.2,8,01,15,utah
26,7.6,8,02,15,utah
27,8.2,8,03,15,utah
9,4.7,8,04,15,utah
0,0.0,8,05,15,utah
0,0.0,8,06,15,utah
32,7.3,8,01,16,utah
47,12.6,8,02,16,utah
39,14.8,8,03,16,utah
48,19.9,8,04,16,utah
23,10.9,8,05,16,utah
0,0.0,8,06,16,utah
22,4.7,8,01,00,utah
50,11.1,8,02,00,utah
65,17.5,8,03,00,utah
68,21.4,8,04,00,utah
34,12.3,8,05,00,utah
0,0.0,8,06,00,utah
33,7.8,8,01,01,utah
41,9.6,8,02,01,utah
62,15.7,8,03,01,utah
50,17.6,8,04,01,utah
40,15.3,8,05,01,utah
0,0.0,8,06,01,utah
34,9.4,8,01,02,utah
53,13.6,8,02,02,utah
56,16.2,8,03,02,utah
65,23.0,8,04,02,utah
53,21.5,8,05,02,utah
0,0.0,8,06,02,utah
39,9.8,8,01,03,utah
40,11.4,8,02,03,utah
57,16.2,8,03,03,utah
60,20.2,8,04,03,utah
40,13.5,8,05,03,utah
0,0.0,8,06,03,utah
51,11.7,8,01,04,utah
56,16.0,8,02,04,utah
71,21.6,8,03,04,utah
51,21.3,8,04,04,utah
45,19.2,8,05,04,utah
0,0.0,8,06,04,utah
62,14.1,8,01,05,utah
65,21.0,8,02,05,utah
73,25.0,8,03,05,utah
87,30.5,8,04,05,utah
78,32.2,8,05,05,utah
27,12.1,8,06,05,utah
60,14.0,8,01,06,utah
80,23.2,8,02,06,utah
81,27.3,8,03,06,utah
97,36.5,8,04,06,utah
72,34.1,8,05,06,utah
20,8.3,8,06,06,utah
37,9.5,8,01,07,utah
45,11.4,8,02,07,utah
70,17.3,8,03,07,utah
53,18.9,8,04,07,utah
35,12.6,8,05,07,utah
0,0.0,8,06,07,utah
,7.8,8,01,08,utah
70,17.6,8,02,08,utah
75,24.3,8,03,08,utah
86,29.4,8,04,08,utah
71,30.5,8,05,08,utah
32,14.4,8,06,08,utah
42,9.8,8,01,09,utah
60,16.0,8,02,09,utah
66,20.1,8,03,09,utah
85,26.7,8,04,09,utah
64,27.1,8,05,09,utah
0,0.0,8,06,09,utah
33,6.8,8,01,10,utah
48,11.2,8,02,10,utah
50,13.7,8,03,10,utah
58,16.7,8,04,10,utah
51,16.2,8,05,10,utah
41,15.5,8,06,10,utah
69,18.5,8,01,11,utah
73,23.0,8,02,11,utah
89,29.3,8,03,11,utah
104,39.2,8,04,11,utah
117,49.5,8,05,11,utah
105,49.5,8,06,11,utah
28,6.4,8,01,12,utah
50,11.9,8,02,12,utah
67,16.3,8,03,12,utah
46,16.7,8,04,12,utah
26,10.3,8,05,12,utah
0,0.0,8,06,12,utah
44,9.9,8,01,13,utah
54,13.0,8,02,13,utah
54,14.9,8,03,13,utah
51,17.9,8,04,13,utah
53,21.3,8,05,13,utah
0,0.0,8,06,13,utah
33,7.9,8,01,14,utah
44,12.0,8,02,14,utah
70,21.0,8,03,14,utah
83,27.9,8,04,14,utah
59,24.2,8,05,14,utah
0,0.0,8,06,14,utah
46,10.9,8,01,15,utah
44,13.0,8,02,15,utah
52,15.9,8,03,15,utah
37,15.4,8,04,15,utah
23,11.2,8,05,15,utah
0,0.0,8,06,15,utah
44,10.1,8,01,16,utah
67,16.6,8,02,16,utah
61,20.2,8,03,16,utah
84,28.3,8,04,16,utah
63,25.0,8,05,16,utah
18,8.3,8,06,16,utah
,1.6,9,01,00,utah
,3.4,9,02,00,utah
,9.0,9,03,00,utah
,12.0,9,04,00,utah
,4.7,9,05,00,utah
,0.0,9,06,00,utah
,6.5,9,01,01,utah
,8.3,9,02,01,utah
,11.1,9,03,01,utah
,12.9,9,04,01,utah
,10.8,9,05,01,utah
,0.0,9,06,01,utah
,4.2,9,01,02,utah
,4.5,9,02,02,utah
,5.2,9,03,02,utah
,7.7,9,04,02,utah
,0.0,9,05,02,utah
,0.0,9,06,02,utah
,4.7,9,01,03,utah
,5.2,9,02,03,utah
,7.8,9,03,03,utah
,10.2,9,04,03,utah
,4.7,9,05,03,utah
,0.0,9,06,03,utah
38,7.6,9,01,04,utah
39,8.7,9,02,04,utah
54,12.4,9,03,04,utah
26,10.8,9,04,04,utah
18,6.3,9,05,04,utah
0,0.0,9,06,04,utah
56,12.3,9,01,05,utah
65,19.0,9,02,05,utah
72,21.7,9,03,05,utah
78,25.7,9,04,05,utah
61,22.6,9,05,05,utah
0,0.0,9,06,05,utah
27,4.8,9,01,06,utah
32,6.2,9,02,06,utah
37,7.7,9,03,06,utah
56,13.6,9,04,06,utah
26,7.3,9,05,06,utah
0,0.0,9,06,06,utah
25,4.4,9,01,07,utah
30,5.5,9,02,07,utah
45,8.1,9,03,07,utah
28,8.4,9,04,07,utah
0,0.0,9,05,07,utah
0,0.0,9,06,07,utah
22,4.1,9,01,08,utah
41,8.2,9,02,08,utah
49,11.8,9,03,08,utah
49,13.1,9,04,08,utah
23,7.5,9,05,08,utah
0,0.0,9,06,08,utah
24,4.1,9,01,09,utah
31,6.0,9,02,09,utah
38,8.8,9,03,09,utah
31,9.5,9,04,09,utah
20,6.7,9,05,09,utah
0,0.0,9,06,09,utah
17,2.9,9,01,10,utah
28,5.1,9,02,10,utah
32,6.4,9,03,10,utah
39,8.9,9,04,10,utah
20,6.6,9,05,10,utah
0,0.0,9,06,10,utah
55,12.1,9,01,11,utah
45,12.3,9,02,11,utah
61,14.4,9,03,11,utah
53,16.3,9,04,11,utah
49,17.1,9,05,11,utah
30,11.3,9,06,11,utah
26,5.7,9,01,12,utah
32,6.6,9,02,12,utah
51,9.3,9,03,12,utah
28,8.7,9,04,12,utah
1,0.1,9,05,12,utah
0,0.0,9,06,12,utah
35,7.4,9,01,13,utah
40,8.7,9,02,13,utah
42,9.7,9,03,13,utah
35,10.1,9,04,13,utah
26,9.5,9,05,13,utah
0,0.0,9,06,13,utah
24,5.0,9,01,14,utah
29,5.5,9,02,14,utah
37,7.2,9,03,14,utah
38,9.1,9,04,14,utah
17,5.4,9,05,14,utah
0,0.0,9,06,14,utah
20,2.0,9,01,15,utah
20,2.7,9,02,15,utah
29,4.1,9,03,15,utah
18,4.5,9,04,15,utah
3,1.0,9,05,15,utah
0,0.0,9,06,15,utah
22,3.3,9,01,16,utah
28,4.8,9,02,16,utah
27,5.5,9,03,16,utah
42,8.5,9,04,16,utah
26,6.0,9,05,16,utah
0,0.0,9,06,16,utah
64,17.0,9,02,00,utah
58,21.8,9,03,00,utah
37,16.7,9,04,00,utah
60,13.7,9,02,01,utah
51,17.3,9,03,01,utah
52,19.7,9,04,01,utah
54,14.4,9,02,02,utah
59,18.7,9,03,02,utah
40,15.4,9,04,02,utah
63,16.5,9,02,03,utah
66,20.3,9,03,03,utah
57,21.0,9,04,03,utah
61,18.3,9,02,04,utah
51,19.3,9,03,04,utah
49,19.9,9,04,04,utah
65,21.3,9,02,05,utah
79,24.8,9,03,05,utah
63,24.6,9,04,05,utah
67,21.8,9,02,06,utah
80,27.4,9,03,06,utah
77,33.0,9,04,06,utah
56,13.2,9,02,07,utah
51,14.3,9,03,07,utah
37,13.7,9,04,07,utah
70,23.4,9,02,08,utah
62,23.1,9,03,08,utah
54,23.6,9,04,08,utah
57,17.8,9,02,09,utah
63,19.6,9,03,09,utah
67,24.8,9,04,09,utah
54,14.0,9,02,10,utah
63,18.5,9,03,10,utah
49,19.4,9,04,10,utah
70,22.8,9,02,11,utah
92,31.8,9,03,11,utah
88,34.5,9,04,11,utah
43,10.8,9,02,12,utah
42,13.8,9,03,12,utah
27,10.3,9,04,12,utah
56,15.6,9,02,13,utah
50,17.8,9,03,13,utah
51,19.5,9,04,13,utah
51,13.7,9,02,14,utah
61,17.5,9,03,14,utah
52,16.3,9,04,14,utah
42,13.2,9,02,15,utah
42,16.0,9,03,15,utah
32,13.3,9,04,15,utah
55,18.5,9,02,16,utah
59,21.4,9,03,16,utah
51,17.3,9,04,16,utah
44,9.4,9,01,13,utah
48,13.3,9,02,13,utah
51,15.9,9,03,13,utah
44,16.8,9,04,13,utah
36,16.3,9,05,13,utah
0,0.0,9,06,13,utah
30,7.8,9,01,14,utah
41,10.4,9,02,14,utah
54,15.9,9,03,14,utah
60,20.4,9,04,14,utah
45,17.8,9,05,14,utah
0,0.0,9,06,14,utah
47,12.2,9,01,15,utah
45,14.3,9,02,15,utah
50,15.0,9,03,15,utah
32,14.5,9,04,15,utah
21,10.5,9,05,15,utah
0,0.0,9,06,15,utah
42,9.8,9,01,16,utah
63,17.1,9,02,16,utah
48,19.2,9,03,16,utah
51,23.4,9,04,16,utah
41,20.6,9,05,16,utah
1,0.1,9,06,16,utah
49,12.5,8,02,00,utah
44,15.2,8,03,00,utah
15,5.8,8,04,00,utah
42,9.1,8,02,01,utah
30,9.8,8,03,01,utah
17,7.1,8,04,01,utah
30,6.5,8,02,02,utah
34,7.6,8,03,02,utah
2,1.0,8,04,02,utah
40,7.2,8,02,03,utah
40,11.1,8,03,03,utah
23,7.9,8,04,03,utah
49,11.6,8,02,04,utah
31,11.1,8,03,04,utah
13,5.3,8,04,04,utah
51,15.0,8,02,05,utah
48,14.4,8,03,05,utah
30,12.5,8,04,05,utah
48,14.2,8,02,06,utah
63,20.0,8,03,06,utah
44,20.0,8,04,06,utah
36,7.3,8,02,07,utah
33,8.2,8,03,07,utah
6,2.0,8,04,07,utah
61,16.1,8,02,08,utah
53,18.7,8,03,08,utah
37,16.4,8,04,08,utah
34,9.1,8,02,09,utah
39,11.4,8,03,09,utah
33,10.9,8,04,09,utah
33,7.9,8,02,10,utah
36,9.9,8,03,10,utah
20,7.1,8,04,10,utah
65,14.3,8,02,11,utah
60,18.1,8,03,11,utah
45,15.8,8,04,11,utah
31,5.3,8,02,12,utah
26,8.1,8,03,12,utah
0,0.0,8,05,12,utah
31,6.7,8,02,13,utah
29,8.7,8,03,13,utah
20,6.3,8,04,13,utah
37,8.5,8,02,14,utah
39,9.6,8,03,14,utah
18,4.8,8,04,14,utah
25,7.1,8,02,15,utah
18,5.5,8,03,15,utah
2,0.6,8,04,15,utah
36,8.3,7,02,00,utah
34,11.8,7,03,00,utah
5,2.0,7,04,00,utah
35,6.9,7,02,01,utah
24,7.5,7,03,01,utah
22,8.1,7,04,01,utah
25,5.5,7,02,02,utah
36,9.9,7,03,02,utah
11,3.3,7,04,02,utah
32,6.6,7,02,03,utah
38,10.5,7,03,03,utah
27,9.3,7,04,03,utah
39,11.4,7,02,04,utah
32,10.3,7,03,04,utah
9,3.6,7,04,04,utah
43,11.9,7,02,05,utah
64,16.9,7,03,05,utah
39,14.6,7,04,05,utah
34,8.2,7,02,06,utah
46,13.0,7,03,06,utah
30,10.5,7,04,06,utah
34,8.5,7,02,07,utah
31,7.8,7,03,07,utah
13,4.4,7,04,07,utah
46,11.6,7,02,08,utah
38,12.4,7,03,08,utah
21,7.5,7,04,08,utah
33,10.8,7,02,09,utah
37,11.4,7,03,09,utah
23,7.4,7,04,09,utah
36,8.1,7,02,10,utah
41,11.0,7,03,10,utah
18,7.0,7,04,10,utah
41,11.1,7,02,11,utah
43,13.5,7,03,11,utah
32,11.4,7,04,11,utah
35,8.2,7,02,13,utah
0,0.0,7,04,13,utah
0,0.0,7,04,13,utah
20,5.3,7,02,14,utah
37,8.5,7,01,11,utah
29,8.4,7,02,11,utah
39,10.5,7,03,11,utah
40,14.4,7,04,11,utah
19,7.5,7,05,11,utah
0,0.0,7,06,11,utah
9,2.1,7,01,12,utah
20,5.1,7,02,12,utah
42,8.0,7,03,12,utah
15,5.6,7,04,12,utah
0,0.0,7,05,12,utah
0,0.0,7,06,12,utah
16,3.1,7,01,13,utah
26,5.7,7,02,13,utah
30,7.9,7,03,13,utah
0,0.0,7,04,13,utah
0,0.0,7,05,13,utah
0,0.0,7,06,13,utah
15,3.3,7,01,14,utah
23,4.6,7,02,14,utah
19,5.7,7,03,14,utah
11,2.7,7,04,14,utah
0,0.0,7,05,14,utah
0,0.0,7,06,14,utah
20,4.5,7,01,15,utah
21,6.0,7,02,15,utah
23,6.4,7,03,15,utah
0,0.0,7,04,15,utah
0,0.0,7,05,15,utah
0,0.0,7,06,15,utah
21,4.6,7,01,16,utah
30,6.7,7,02,16,utah
17,6.9,7,03,16,utah
11,3.6,7,04,16,utah
0,0.0,7,05,16,utah
0,0.0,7,06,16,utah
11,2.0,8,02,00,utah
2,1.0,8,03,00,utah
0,0.0,8,04,00,utah
21,4.6,8,02,01,utah
15,4.5,8,03,01,utah
0,0.0,8,04,01,utah
5,1.2,8,02,02,utah
0,0.0,8,03,02,utah
0,0.0,8,04,02,utah
6,1.8,8,02,03,utah
4,1.1,8,03,03,utah
0,0.0,8,04,03,utah
35,8.1,8,02,04,utah
8,2.9,8,03,04,utah
0,0.0,8,04,04,utah
45,11.9,8,02,05,utah
44,13.5,8,03,05,utah
11,5.1,8,04,05,utah
10,2.8,8,02,06,utah
10,3.1,8,03,06,utah
0,0.0,8,04,06,utah
7,1.6,8,02,07,utah
0,0.0,8,03,07,utah
0,0.0,8,04,07,utah
30,5.8,8,02,08,utah
15,6.5,8,03,08,utah
0,0.0,8,04,08,utah
19,6.4,8,02,09,utah
8,3.2,8,03,09,utah
0,0.0,8,04,09,utah
32,7.4,8,02,10,utah
25,7.1,8,03,10,utah
4,1.4,8,04,10,utah
29,8.3,8,02,11,utah
26,8.3,8,03,11,utah
0,0.0,8,04,11,utah
11,3.8,8,02,12,utah
0,0.0,8,03,12,utah
0,0.0,8,04,12,utah
12,3.8,8,02,13,utah
4,1.4,8,03,13,utah
0,0.0,8,04,13,utah
0,0.0,8,02,14,utah
0,0.0,8,03,14,utah
0,0.0,8,04,14,utah
9,1.6,8,02,15,utah
0,0.0,8,03,15,utah
0,0.0,8,04,15,utah
15,5.1,8,02,16,utah
8,0.8,8,03,16,utah
0,0.0,8,04,16,utah
0,0.0,8,06,14,utah
9,1.6,8,01,15,utah
14,3.3,8,02,15,utah
19,2.7,8,03,15,utah
0,0.0,8,04,15,utah
0,0.0,8,05,15,utah
0,0.0,8,06,15,utah
15,3.2,8,01,16,utah
29,6.1,8,02,16,utah
16,5.7,8,03,16,utah
2,0.7,8,04,16,utah
0,0.0,8,05,16,utah
0,0.0,8,06,16,utah
36,9.4,7,02,00,utah
52,14.2,7,03,00,utah
50,18.6,7,03,00,utah
3,1.2,7,05,00,utah
36,8.8,7,01,01,utah
40,11.3,7,02,01,utah
40,12.5,7,03,01,utah
16,6.8,7,05,01,utah
44,12.7,7,01,02,utah
47,15.2,7,02,02,utah
58,19.3,7,03,02,utah
23,9.7,7,05,02,utah
,3.7,7,01,00,utah
,7.6,7,02,00,utah
,12.3,7,03,00,utah
,14.1,7,04,00,utah
,0.0,7,05,00,utah
,0.0,7,06,00,utah
,5.5,7,01,01,utah
,6.6,7,02,01,utah
,8.9,7,03,01,utah
,8.4,7,04,01,utah
,0.0,7,05,01,utah
,0.0,7,06,01,utah
,8.1,7,01,02,utah
,10.0,7,02,02,utah
,11.8,7,03,02,utah
,15.3,7,04,02,utah
,0.0,7,05,02,utah
,0.0,7,06,02,utah
,4.5,7,01,03,utah
,4.8,7,02,03,utah
,7.4,7,03,03,utah
,8.9,7,04,03,utah
,0.0,7,05,03,utah
0,0.0,7,06,03,utah
58,9.7,7,01,04,utah
46,11.5,7,02,04,utah
58,15.4,7,03,04,utah
24,8.7,7,04,04,utah
0,0.0,7,05,04,utah
0,0.0,7,06,04,utah
34,7.2,7,01,05,utah
35,10.2,7,02,05,utah
42,13.0,7,03,05,utah
55,17.3,7,04,05,utah
23,8.7,7,05,05,utah
0,0.0,7,06,05,utah
34,8.9,7,01,06,utah
51,14.0,7,02,06,utah
52,16.4,7,03,06,utah
61,22.7,7,04,06,utah
24,9.9,7,05,06,utah
0,0.0,7,06,06,utah
25,5.5,7,01,07,utah
31,6.8,7,02,07,utah
56,12.2,7,03,07,utah
18,6.1,7,04,07,utah
0,0.0,7,05,07,utah
0,0.0,7,06,07,utah
34,6.5,7,01,08,utah
58,12.8,7,02,08,utah
54,17.0,7,03,08,utah
55,19.4,7,04,08,utah
34,13.6,7,05,08,utah
0,0.0,7,06,08,utah
26,6.1,7,01,09,utah
41,10.8,7,02,09,utah
42,12.9,7,03,09,utah
52,15.7,7,04,09,utah
18,7.5,7,05,09,utah
0,0.0,7,06,09,utah
23,4.6,7,01,10,utah
37,7.8,7,02,10,utah
41,10.1,7,03,10,utah
41,11.6,7,04,10,utah
27,7.7,7,05,10,utah
0,0.0,7,06,10,utah
54,11.7,7,01,11,utah
47,13.5,7,02,11,utah
59,17.3,7,03,11,utah
62,22.5,7,04,11,utah
65,26.3,7,05,11,utah
12,5.3,7,06,11,utah
17,3.9,7,01,12,utah
36,8.5,7,02,12,utah
50,11.4,7,03,12,utah
16,5.1,7,04,12,utah
0,0.0,7,05,12,utah
0,0.0,7,06,12,utah
28,6.9,7,01,13,utah
39,10.1,7,02,13,utah
43,11.8,7,03,13,utah
27,9.2,7,04,13,utah
3,1.6,7,05,13,utah
0,0.0,7,06,13,utah
21,4.9,7,01,14,utah
32,7.9,7,02,14,utah
42,12.5,7,03,14,utah
40,14.4,7,04,14,utah
0,0.0,7,05,14,utah
0,0.0,7,06,14,utah
28,7.6,7,01,15,utah
26,9.3,7,02,15,utah
28,10.7,7,03,15,utah
3,1.4,7,04,15,utah
0,0.0,7,05,15,utah
0,0.0,7,06,15,utah
28,6.2,7,01,16,utah
45,10.8,7,02,16,utah
36,12.6,7,03,16,utah
38,14.9,7,04,16,utah
0,0.0,7,05,16,utah
0,0.0,7,06,16,utah
23,6.1,7,01,00,utah
50,12.9,7,02,00,utah
75,22.0,7,03,00,utah
71,26.8,7,04,00,utah
34,14.2,7,05,00,utah
0,0.0,7,06,00,utah
36,9.2,7,01,01,utah
40,11.0,7,02,01,utah
57,16.5,7,03,01,utah
53,19.8,7,04,01,utah
45,19.4,7,05,01,utah
0,0.0,7,06,01,utah
44,12.7,7,01,02,utah
55,15.9,7,02,02,utah
61,19.0,7,03,02,utah
71,26.6,7,04,02,utah
53,22.4,7,05,02,utah
0,0.0,7,06,02,utah
35,7.6,7,01,03,utah
32,9.4,7,02,03,utah
44,12.6,7,03,03,utah
45,16.5,7,04,03,utah
35,13.4,7,05,03,utah
0,0.0,7,06,03,utah
79,17.9,7,01,04,utah
68,21.3,7,02,04,utah
88,28.2,7,03,04,utah
62,27.7,7,04,04,utah
42,18.4,7,05,04,utah
0,0.0,7,06,04,utah
46,12.7,7,01,05,utah
49,15.9,7,02,05,utah
60,20.2,7,03,05,utah
92,28.9,7,04,05,utah
66,28.0,7,05,05,utah
12,4.5,7,06,05,utah
47,12.1,7,01,06,utah
69,19.3,7,02,06,utah
67,23.0,7,03,06,utah
91,34.2,7,04,06,utah
69,34.0,7,05,06,utah
0,0.0,7,06,06,utah
32,8.6,7,01,07,utah
38,10.4,7,02,07,utah
69,17.1,7,03,07,utah
47,16.8,7,04,07,utah
17,5.9,7,05,07,utah
0,0.0,7,06,07,utah
44,9.0,7,01,08,utah
75,17.1,7,02,08,utah
75,24.1,7,03,08,utah
81,28.4,7,04,08,utah
68,28.5,7,05,08,utah
6,1.6,7,06,08,utah
39,8.6,7,01,09,utah
60,16.7,7,02,09,utah
70,22.8,7,03,09,utah
90,29.8,7,04,09,utah
70,30.3,7,05,09,utah
0,0.0,7,06,09,utah
34,5.9,7,01,10,utah
45,9.6,7,02,10,utah
55,13.7,7,03,10,utah
56,17.2,7,04,10,utah
56,17.9,7,05,10,utah
20,8.2,7,06,10,utah
60,14.6,7,01,11,utah
60,18.0,7,02,11,utah
80,24.6,7,03,11,utah
92,34.0,7,04,11,utah
104,44.2,7,05,11,utah
75,35.9,7,06,11,utah
19,4.3,7,01,12,utah
51,11.4,7,02,12,utah
59,14.2,7,03,12,utah
33,11.1,7,04,12,utah
13,3.8,7,05,12,utah
0,0.0,7,06,12,utah
41,9.3,7,01,13,utah
58,16.0,7,02,13,utah
64,19.0,7,03,13,utah
48,18.7,7,04,13,utah
33,14.2,7,05,13,utah
0,0.0,7,06,13,utah
30,7.5,7,01,14,utah
46,12.0,7,02,14,utah
59,19.2,7,03,14,utah
65,22.4,7,04,14,utah
42,17.3,7,05,14,utah
0,0.0,7,06,14,utah
36,10.7,7,01,15,utah
37,11.1,7,02,15,utah
38,11.9,7,03,15,utah
22,8.4,7,04,15,utah
2,0.6,7,05,15,utah
0,0.0,7,06,15,utah
39,7.9,7,01,16,utah
56,14.1,7,02,16,utah
47,16.0,7,03,16,utah
54,20.2,7,04,16,utah
34,13.8,7,05,16,utah
0,0.0,7,06,16,utah
16,4.4,8,01,00,utah
32,6.7,8,02,00,utah
38,10.3,8,03,00,utah
41,13.8,8,04,00,utah
0,0.0,8,05,00,utah
0,0.0,8,06,00,utah
17,3.7,8,01,01,utah
29,5.6,8,02,01,utah
36,8.2,8,03,01,utah
20,6.8,8,04,01,utah
0,0.0,8,05,01,utah
0,0.0,8,06,01,utah
20,8.1,8,01,02,utah
,9.7,8,02,02,utah
35,10.8,8,03,02,utah
35,12.2,8,04,02,utah
0,0.0,8,05,02,utah
0,0.0,8,06,02,utah
22,4.3,8,01,03,utah
18,4.9,8,02,03,utah
36,8.3,8,03,03,utah
37,12.4,8,04,03,utah
5,1.9,8,05,03,utah
0,0.0,8,06,03,utah
42,8.4,8,01,04,utah
39,10.9,8,02,04,utah
74,18.2,8,03,04,utah
31,11.8,8,04,04,utah
0,0.0,8,05,04,utah
0,0.0,8,06,04,utah
40,7.4,8,01,05,utah
42,11.1,8,02,05,utah
54,15.2,8,03,05,utah
67,19.5,8,04,05,utah
34,12.8,8,05,05,utah
0,0.0,8,06,05,utah
28,6.9,8,01,06,utah
45,11.9,8,02,06,utah
44,14.4,8,03,06,utah
60,20.9,8,04,06,utah
21,8.3,8,05,06,utah
0,0.0,8,06,06,utah
18,4.9,8,01,07,utah
25,5.8,8,02,07,utah
39,9.5,8,03,07,utah
11,3.2,8,04,07,utah
0,0.0,8,05,07,utah
0,0.0,8,06,07,utah
35,7.5,8,01,08,utah
53,13.6,8,02,08,utah
58,19.4,8,03,08,utah
61,22.2,8,04,08,utah
37,15.8,8,05,08,utah
0,0.0,8,06,08,utah
26,6.1,8,01,09,utah
37,11.4,8,02,09,utah
39,13.9,8,03,09,utah
48,16.6,8,04,09,utah
24,11.3,8,05,09,utah
0,0.0,8,06,09,utah
26,5.9,8,01,10,utah
38,9.0,8,02,10,utah
39,11.0,8,03,10,utah
40,14.1,8,04,10,utah
19,5.0,8,05,10,utah
0,0.0,8,06,10,utah
56,11.6,8,01,11,utah
39,12.4,8,02,11,utah
54,15.9,8,03,11,utah
55,20.1,8,04,11,utah
51,19.8,8,05,11,utah
0,0.0,8,06,11,utah
10,3.0,8,01,12,utah
28,7.0,8,02,12,utah
46,11.7,8,03,12,utah
24,8.6,8,04,12,utah
0,0.0,8,05,12,utah
0,0.0,8,06,12,utah
23,5.4,8,01,13,utah
32,7.7,8,02,13,utah
35,9.6,8,03,13,utah
16,6.2,8,04,13,utah
0,0.0,8,05,13,utah
0,0.0,8,06,13,utah
18,4.3,8,01,14,utah
26,6.3,8,02,14,utah
31,9.1,8,03,14,utah
31,10.3,8,04,14,utah
0,0.0,8,05,14,utah
0,0.0,8,06,14,utah
30,7.0,8,01,15,utah
26,8.1,8,02,15,utah
23,6.4,8,03,15,utah
0,0.0,8,04,15,utah
0,0.0,8,05,15,utah
0,0.0,8,06,15,utah
28,6.4,8,01,16,utah
46,11.3,8,02,16,utah
33,11.7,8,03,16,utah
31,12.9,8,04,16,utah
0,0.0,8,05,16,utah
0,0.0,8,06,16,utah
,4.0,9,01,00,utah
,7.6,9,02,00,utah
,11.7,9,03,00,utah
,14.5,9,04,00,utah
,0.4,9,05,00,utah
,0.0,9,06,00,utah
,3.7,9,01,01,utah
,6.5,9,02,01,utah
,10.7,9,03,01,utah
,12.5,9,04,01,utah
,7.3,9,05,01,utah
,0.0,9,06,01,utah
,7.4,9,01,02,utah
,8.8,9,02,02,utah
,12.1,9,03,02,utah
,14.4,9,04,02,utah
,1.2,9,05,02,utah
,0.0,9,06,02,utah
,6.0,9,01,03,utah
,7.2,9,02,03,utah
,10.9,9,03,03,utah
,15.2,9,04,03,utah
,12.0,9,05,03,utah
,0.0,9,06,03,utah
35,7.4,9,01,04,utah
38,9.0,9,02,04,utah
67,15.0,9,03,04,utah
29,11.7,9,04,04,utah
21,7.5,9,05,04,utah
0,0.0,9,06,04,utah
27,5.4,9,01,05,utah
39,9.3,9,02,05,utah
44,11.2,9,03,05,utah
55,13.8,9,04,05,utah
34,7.7,9,05,05,utah
0,0.0,9,06,05,utah
26,7.0,9,01,06,utah
45,12.5,9,02,06,utah
40,15.5,9,03,06,utah
56,22.4,9,04,06,utah
35,17.3,9,05,06,utah
0,0.0,9,06,06,utah
23,5.2,9,01,07,utah
30,6.3,9,02,07,utah
49,11.0,9,03,07,utah
22,7.0,9,04,07,utah
0,0.0,9,05,07,utah
0,0.0,9,06,07,utah
36,7.4,9,01,08,utah
49,12.3,9,02,08,utah
52,17.6,9,03,08,utah
53,18.5,9,04,08,utah
34,13.7,9,05,08,utah
0,0.0,9,06,08,utah
22,4.4,9,01,09,utah
32,8.8,9,02,09,utah
36,11.4,9,03,09,utah
45,14.5,9,04,09,utah
32,14.4,9,05,09,utah
0,0.0,9,06,09,utah
37,5.3,9,01,10,utah
29,6.7,9,02,10,utah
41,10.1,9,03,10,utah
41,13.3,9,04,10,utah
37,11.8,9,05,10,utah
0,0.0,9,06,10,utah
46,9.8,9,01,11,utah
40,10.8,9,02,11,utah
45,14.0,9,03,11,utah
50,19.0,9,04,11,utah
52,20.8,9,05,11,utah
23,9.0,9,06,11,utah
14,2.3,9,01,12,utah
28,6.2,9,02,12,utah
46,10.5,9,03,12,utah
25,9.5,9,04,12,utah
1,0.2,9,05,12,utah
0,0.0,9,06,12,utah
31,5.5,9,01,13,utah
40,9.2,9,02,13,utah
44,12.1,9,03,13,utah
30,11.0,9,04,13,utah
18,7.8,9,05,13,utah
0,0.0,9,06,13,utah
19,4.3,9,01,14,utah
28,5.7,9,02,14,utah
35,9.4,9,03,14,utah
36,12.6,9,04,14,utah
17,6.4,9,05,14,utah
0,0.0,9,06,14,utah
41,8.9,9,01,15,utah
33,10.3,9,02,15,utah
38,11.0,9,03,15,utah
15,6.7,9,04,15,utah
0,0.0,9,05,15,utah
0,0.0,9,06,15,utah
41,10.0,9,01,16,utah
55,13.7,9,02,16,utah
42,15.4,9,03,16,utah
42,17.0,9,04,16,utah
23,10.5,9,05,16,utah
0,0.0,9,06,16,utah
,7.2,8,01,00,utah
,14.0,8,02,00,utah
,21.1,8,03,00,utah
,25.5,8,04,00,utah
,6.2,8,05,00,utah
,0.0,8,06,00,utah
,5.3,8,01,01,utah
,7.6,8,02,01,utah
,10.6,8,03,01,utah
,13.7,8,04,01,utah
,4.5,8,05,01,utah
,0.0,8,06,01,utah
,8.2,8,01,02,utah
,9.3,8,02,02,utah
,12.7,8,03,02,utah
,16.8,8,04,02,utah
,2.5,8,05,02,utah
,0.0,8,06,02,utah
,3.5,8,01,03,utah
,4.8,8,02,03,utah
,10.8,8,03,03,utah
,20.2,8,04,03,utah
,17.5,8,05,03,utah
