id_num,name,id,elevation,lat,lon,avg,river
108,"ECHO SUMMIT",ECS,7450,38.828,-120.037,31,American
110,"LAKE AUDRAIN",ABN,7300,38.82,-120.037,33.7,American
109,"SILVER LAKE",SIL,7100,38.678,-120.118,19.7,American
316,"WRIGHTS LAKE",WRG,6900,38.847,-120.233,32.3,American
113,PHILLIPS,PHL,6800,38.818,-120.072,26.3,American
320,"LYONS CREEK",LYN,6700,38.812,-120.243,31.8,American
115,HUYSINK,HYS,6600,39.282,-120.527,42,American
289,"TAMARACK FLAT",TMF,6550,38.803,-120.103,27.8,American
114,"WABENA MEADOWS",WBM,6300,39.227,-120.402,39.7,American
369,"MIRANDA CABIN",MCB,6200,39.12,-120.362,37.7,American
120,"ONION CREEK",ONN,6100,39.275,-120.358,19.2,American
371,"DIAMOND CROSSING",DMN,6050,39.112,-120.283,21,American
122,"TALBOT CAMP",TBC,5750,39.193,-120.377,19.5,American
322,"ROBBS VALLEY",RBV,5600,38.922,-120.38,15.4,American
127,"ICE HOUSE",IHS,5300,38.812,-120.375,5.8,American
323,"HIGHLAND MEADOW",HHM,8700,38.487,-119.806,46.3,Mokelumne
364,"TRAGEDY CREEK",TRG,8150,38.63,-120.145,44.3,Mokelumne
129,"BLUE LAKES",BLK,8000,38.613,-119.931,35,Mokelumne
131,"WHEELER LAKE",WHE,7800,38.518,-119.985,51.4,Mokelumne
132,"PACIFIC VALLEY",PFV,7500,38.517,-119.9,37.4,Mokelumne
133,"CORRAL FLAT",CRF,7200,38.625,-120.218,40.3,Mokelumne
363,PODESTA,PDT,7200,38.605,-120.228,43.6,Mokelumne
134,"BEAR VALLEY RIDGE 1",BV1,6700,38.618,-120.228,24.2,Mokelumne
435,"LUMBERYARD 2",LB2,6500,38.545,-120.305,16.7,Mokelumne
136,"HAMS STATION",HMS,5500,38.543,-120.377,5,Mokelumne
137,"ANTELOPE SPRINGS",ATS,4350,38.503,-120.467,2.8,Mokelumne
345,"DEADMAN CREEK",DDM,9250,38.332,-119.654,34.5,Stanislaus
344,"CLARK FORK MEADOW",CFM,8900,38.362,-119.68,39.2,Stanislaus
427,"GIANELLI MEADOW",GNL,8400,38.204,-119.893,47.7,Stanislaus
138,"LOWER RELIEF VALLEY",REL,8100,38.243,-119.758,39.9,Stanislaus
139,"SODA CREEK FLAT",SCF,7800,38.27,-119.678,22.1,Stanislaus
384,"STANISLAUS MEADOW",SLM,7750,38.505,-119.937,45.6,Stanislaus
140,"EAGLE MEADOW",EGM,7500,38.288,-119.832,24.9,Stanislaus
142,"HERRING CREEK",HRG,7300,38.242,-119.942,27.6,Stanislaus
143,"RELIEF DAM",RLD,7250,38.28,-119.73,19.8,Stanislaus
416,"BLOODS CREEK",BLD,7200,38.45,-120.033,32.5,Stanislaus
432,"SAPPS HOLLOW",SHW,6950,38.412,-120.028,33.7,Stanislaus
430,"CORRAL MEADOW",CRM,6650,38.398,-120.04,19.8,Stanislaus
373,"HELLS KITCHEN",HLK,6550,38.417,-120.1,20.9,Stanislaus
145,"NIAGARA FLAT",NGF,6500,38.327,-119.912,19.2,Stanislaus
386,"BLACK SPRINGS",BLS,6500,38.375,-120.192,22.4,Stanislaus
157,"DANA MEADOWS",DAN,9800,37.897,-119.257,30.7,Tuolumne
158,"RAFFERTY MEADOWS",RFM,9400,37.837,-119.325,32.7,Tuolumne
159,"BOND PASS",BNP,9300,38.178,-119.623,43.9,Tuolumne
368,"NEW GRACE MEADOW",NGM,8900,38.15,-119.617,48,Tuolumne
161,"TUOLUMNE MEADOWS",TUM,8600,37.873,-119.35,22.9,Tuolumne
162,"HORSE MEADOW",HRS,8400,38.158,-119.662,45.9,Tuolumne
163,"WILMA LAKE",WLW,8000,38.083,-119.633,43.5,Tuolumne
165,"SACHSE SPRINGS",SAS,7900,38.085,-119.837,37.6,Tuolumne
166,"HUCKLEBERRY LAKE",HCL,7800,38.102,-119.745,41.2,Tuolumne
164,"SPOTTED FAWN",SPF,7800,38.092,-119.758,44.8,Tuolumne
167,"PARADISE MEADOW",PDS,7650,38.047,-119.67,39.6,Tuolumne
348,"KERRICK CORRAL",KRC,7000,38.177,-119.96,23.7,Tuolumne
169,"VERNON LAKE",VNN,6700,38.017,-119.717,21.9,Tuolumne
173,"LOWER KIBBIE",LKB,6700,38.033,-119.878,25,Tuolumne
168,"UPPER KIBBIE RIDGE",UKR,6700,38.043,-119.887,18.4,Tuolumne
171,"BEEHIVE MEADOW",BHV,6500,37.995,-119.78,23.5,Tuolumne
172,"BELL MEADOW",BEM,6500,38.167,-119.942,15.7,Tuolumne
176,"SNOW FLAT",SNF,8700,37.827,-119.497,43.5,Merced
177,"OSTRANDER LAKE",STR,8200,37.637,-119.55,34.5,Merced
178,"TENAYA LAKE",TNY,8150,37.838,-119.448,32.4,Merced
179,"GIN FLAT (COURSE)",GFL,7000,37.765,-119.773,32.3,Merced
180,"PEREGOY MEADOWS",PGM,7000,37.667,-119.625,29,Merced
182,"MONO PASS",MNP,11450,37.438,-118.773,31.3,San Joaquin
183,"PIUTE PASS",PPS,11300,37.24,-118.687,37.2,San Joaquin
184,"EMERALD LAKE",EML,10600,37.183,-118.762,35.4,San Joaquin
276,"PIONEER BASIN",PNB,10400,37.457,-118.795,34,San Joaquin
185,"HEART LAKE",HRT,10100,37.272,-118.877,27.6,San Joaquin
186,"VOLCANIC KNOB",VLC,10050,37.388,-118.903,30,San Joaquin
187,"ROSE MARIE",RMR,10000,37.32,-118.872,29.4,San Joaquin
188,"COLBY MEADOW",CBM,9700,37.178,-118.72,23.1,San Joaquin
189,"AGNEW PASS",AGP,9450,37.724,-119.143,31.8,San Joaquin
191,"DUTCH LAKE",DTL,9100,37.258,-118.997,28.1,San Joaquin
190,"KAISER PASS",KSR,9100,37.295,-119.102,38.1,San Joaquin
192,"COYOTE LAKE",CYT,8850,37.208,-119.073,32,San Joaquin
193,"CORA LAKES",CRA,8400,37.598,-119.267,37.4,San Joaquin
346,"BADGER FLAT",BDF,8300,37.265,-119.108,30.3,San Joaquin
194,"NELLIE LAKE",NLL,8000,37.257,-119.225,36.8,San Joaquin
324,"LAKE THOMAS A EDISON",THE,7800,37.382,-119.02,14.9,San Joaquin
440,"DEVIL'S POSTPILE",DPO,7569,37.629,-119.085,0,San Joaquin
196,"CHILKOOT LAKE",CKT,7450,37.408,-119.48,36.4,San Joaquin
347,"TAMARACK CREEK",TMK,7250,37.178,-119.205,24.8,San Joaquin
198,"FLORENCE LAKE",FLC,7200,37.277,-118.962,7.6,San Joaquin
197,"CHILKOOT MEADOW",CHM,7150,37.41,-119.49,37.3,San Joaquin
200,"CLOVER MEADOW",CLM,7000,37.528,-119.275,23.5,San Joaquin
199,"HUNTINGTON LAKE",HTT,7000,37.228,-119.222,20,San Joaquin
201,"JACKASS MEADOW",JCM,6950,37.497,-119.33,25.4,San Joaquin
204,"POISON MEADOW",PMD,6800,37.397,-119.518,25.5,San Joaquin
202,"CHIQUITO CREEK",CHQ,6800,37.498,-119.408,22.4,San Joaquin
222,"BISHOP PASS",BSH,11200,37.1,-118.557,34.9,Kings
299,"CHARLOTTE RIDGE",CLT,10700,36.77,-118.415,31.3,Kings
307,"BULLFROG LAKE",BLF,10650,36.77,-118.398,29.5,Kings
398,"BENCH LAKE",BNH,10600,36.958,-118.445,28,Kings
223,"BLACKCAP BASIN",BCB,10300,37.067,-118.77,33.9,Kings
396,"RATTLESNAKE CREEK BA",RTT,9900,36.982,-118.72,36.4,Kings
225,"BEARD MEADOW",BMD,9800,37.113,-118.837,33.3,Kings
224,"UPPER BURNT CORRAL",UBC,9700,37.184,-118.938,37.3,Kings
397,"SCENIC MEADOW",SCE,9650,36.685,-118.597,24.4,Kings
229,"ROUND CORRAL",RDC,9000,36.993,-118.902,36.1,Kings
226,"ROWELL MEADOW",RWM,8850,36.717,-118.737,28.7,Kings
227,"WOODCHUCK MEADOW",WDH,8800,37.025,-118.908,32,Kings
232,"LONG MEADOW (KINGS R)",LMD,8500,37.13,-118.92,28.9,Kings
426,COURTRIGHT,CUR,8350,37.072,-118.965,30.4,Kings
233,"STATUM MEADOW",SMD,8300,36.943,-118.913,33.2,Kings
230,"HELMS MEADOW",HLM,8250,37.122,-119.005,26.6,Kings
234,"POST CORRAL MEADOW",PRM,8200,37.122,-118.895,25.9,Kings
308,"DODSONS MEADOW",DSM,8050,37.092,-118.958,29.2,Kings
236,"BIG MEADOWS",BMS,7600,36.715,-118.842,25.9,Kings
237,"HORSE CORRAL MEADOW",HCM,7600,36.752,-118.75,17.2,Kings
438,"RIDGE TRAIL",RGT,7500,36.751,-118.948,13,Kings
239,"FRED MEADOW",FDM,6950,37.023,-119.08,20.4,Kings
292,"FAREWELL GAP",FRW,9500,36.415,-118.579,35,Kaweah
243,"PANTHER MEADOW",PTM,8600,36.588,-118.717,37.2,Kaweah
244,"HOCKETT MEADOWS",HKM,8500,36.382,-118.655,27.3,Kaweah
245,"MINERAL KING",MNK,8000,36.437,-118.587,20.9,Kaweah
246,"GIANT FOREST",GFR,6400,36.57,-118.768,15.2,Kaweah
247,"QUAKING ASPEN",QKA,7000,36.122,-118.545,12,Tule
248,"OLD ENTERPRISE MILL",OEM,6600,36.243,-118.678,13.9,Tule
250,"BIGHORN PLATEAU",BGH,11350,36.615,-118.377,22.4,Kern
251,"COTTONWOOD PASS",CWP,11050,36.45,-118.217,15.3,Kern
252,"SIBERIAN PASS",SIB,10900,36.473,-118.267,19.2,Kern
253,"CRABTREE MEADOW",CBT,10700,36.564,-118.348,19.3,Kern
275,"SANDY MEADOWS",SDM,10650,36.572,-118.367,18.9,Kern
254,"GUYOT FLAT",GYF,10650,36.523,-118.348,20.7,Kern
255,"TYNDALL CREEK",TND,10650,36.632,-118.392,19.2,Kern
257,"BIG WHITNEY MEADOW",BWH,9750,36.44,-118.255,17.1,Kern
256,"ROCK CREEK",RCR,9600,36.497,-118.333,18,Kern
258,"ROUND MEADOW",RMD,9000,35.965,-118.36,24.5,Kern
259,"RAMSHAW MEADOWS",RMM,8700,36.352,-118.265,12.3,Kern
260,"LITTLE WHITNEY MEADOW",LWM,8500,36.378,-118.347,14.2,Kern
264,"QUINN RANGER STATION",QRS,8350,36.328,-118.573,19.1,Kern
261,"BONITA MEADOWS",BNM,8300,36.038,-118.328,14.5,Kern
262,"CASA VIEJA MEADOWS",CSV,8300,36.198,-118.272,20.3,Kern
265,"BEACH MEADOWS",BHM,7650,36.122,-118.293,8.7,Kern
249,"DEAD HORSE MEADOW",DHM,7300,35.873,-118.587,10.8,Kern
45,"SILVER LAKE MEADOWS",SVR,6450,40.497,-121.153,27.9,Susan
46,"NORVELL FLAT",NRF,5700,40.482,-121.007,14,Susan
334,"MOUNT ROSE",MRO,9000,39.353,-119.898,36.6,Truckee
318,"SQUAW VALLEY 2",SQ2,7700,39.188,-120.248,47.4,Truckee
89,"WEBBER LAKE",WBB,7000,39.485,-120.425,31.8,Truckee
96,"LAKE LUCILLE",LLL,8200,38.86,-120.112,58.7,Lk Tahoe
97,"RUBICON PEAK 1",RP1,8100,38.992,-120.142,47.1,Lk Tahoe
99,"RUBICON PEAK 2",RP2,7500,39.001,-120.14,30.3,Lk Tahoe
100,"FREEL BENCH",FBN,7300,38.85,-119.95,9.9,Lk Tahoe
101,"WARD CREEK 2",WR2,7000,39.142,-120.225,37.5,Lk Tahoe
333,"GLENBROOK 2 (NEVADA)",GL2,6900,39.083,-119.908,10.7,Lk Tahoe
103,"RICHARDSONS 2",RCH,6500,38.917,-120.05,14.9,Lk Tahoe
104,"UPPER TRUCKEE",UTR,6400,38.873,-119.983,6.9,Lk Tahoe
377,"VIRGINIA LAKES RIDGE",VRG,9300,38.077,-119.234,19.5,Walker
152,"SONORA PASS",SRP,8750,38.313,-119.607,24.5,Walker
422,"SAWMILL RIDGE",SWL,8750,38.183,-119.35,18,Walker
154,"WILLOW FLAT",WLF,8250,38.275,-119.45,10.5,Walker
281,"GEM PASS",GEM,10750,37.78,-119.17,34.5,Mono Lk
181,"TIOGA PASS",TGP,9800,37.917,-119.253,28.1,Mono Lk
287,"SADDLEBAG LAKE",SDL,9750,37.957,-119.267,32,Mono Lk
286,"ELLERY LAKE",ELL,9600,37.938,-119.248,29.5,Mono Lk
282,"GEM LAKE",GML,9150,37.752,-119.162,31,Mono Lk
284,"BISHOP LAKE",BSP,11300,37.123,-118.545,22.5,Owens
220,"COTTONWOOD LAKES 2",CW2,11100,36.483,-118.217,14.5,Owens
212,"EAST PIUTE PASS",EPP,10800,37.235,-118.687,16.4,Owens
213,SAWMILL,SWM,10200,37.162,-118.563,19.7,Owens
221,"COTTONWOOD LAKES 1",CW1,10150,36.483,-118.177,13,Owens
217,"BIG PINE CREEK 1",BP1,10000,37.125,-118.483,21.7,Owens
209,"ROCK CREEK 3",RC3,10000,37.45,-118.742,13.8,Owens
218,"BIG PINE CREEK 3",BP3,9800,37.128,-118.475,18.5,Owens
219,"BIG PINE CREEK 2",BP2,9700,37.127,-118.47,14,Owens
214,"NORTH LAKE",NTH,9300,37.228,-118.62,10.8,Owens
205,"MAMMOTH PASS (LADWP)",MAM,9300,37.61,-119.033,42.9,Owens
423,TRAILHEAD,TRL,9100,36.337,-118.155,13.5,Owens
210,"ROCK CREEK 2",RC2,9050,37.473,-118.717,11.2,Owens
206,"MINARETS 2",MN2,9000,37.663,-119.017,29.9,Owens
211,"ROCK CREEK 1",RC1,8700,37.492,-118.717,7.6,Owens
208,MAMMOTH,MMT,8300,37.62,-118.992,20.9,Owens
