date,snow_depth,water,water_adjusted,site
4/2012,120.6,44.4,--,MSH
5/2012,100.6,48.6,--,MSH
2/2013,90.0,39.0,--,MSH
3/2013,86.2,40.5,--,MSH
4/2013,100.5,45.1,--,MSH
5/2013,70.0,34.0,--,MSH
2/2014,0.0,0.0,--,MSH
3/2014,52.4,14.0,--,MSH
4/2014,59.0,21.0,--,MSH
5/2014,36.0,19.0,--,MSH
2/2015,56.5,24.5,--,MSH
3/2015,82.0,36.0,--,MSH
4/2015,74.5,33.0,--,MSH
5/2015,63.0,36.0,--,MSH
2/2016,120.0,43.0,--,MSH
3/2016,104.5,46.0,--,MSH
4/2016,129.0,63.5,--,MSH
5/2016,116.5,59.0,--,MSH
2/2000,31.2,6.6,7.3,MSV
3/2000,56.3,16.9,16.9,MSV
4/2000,29.5,12.3,12.3,MSV
2/2001,21.1,5.1,5.1,MSV
3/2001,33.9,9.5,9.5,MSV
4/2001,14.0,6.4,6.4,MSV
5/2001,0.7,0.3,0.3,MSV
2/2002,40.2,13.2,13.2,MSV
3/2002,32.0,13.1,13.1,MSV
4/2002,27.7,12.7,12.7,MSV
2/2003,23.4,9.0,9.0,MSV
3/2003,20.2,8.3,8.3,MSV
4/2003,14.2,6.1,7.0,MSV
5/2003,17.7,5.6,5.6,MSV
6/2003,0.0,0.0,--,MSV
2/2004,31.4,11.2,12.0,MSV
3/2004,66.4,20.3,20.3,MSV
4/2004,24.1,10.9,10.9,MSV
5/2004,0.4,0.2,0.2,MSV
2/2005,33.9,12.0,12.0,MSV
3/2005,34.8,13.7,14.1,MSV
4/2005,34.0,13.1,13.1,MSV
5/2005,12.7,5.9,6.1,MSV
2/2006,24.1,6.1,6.5,MSV
3/2006,21.8,6.2,9.6,MSV
4/2006,39.8,14.3,14.9,MSV
5/2006,43.7,18.8,18.8,MSV
2/2007,12.4,4.1,4.1,MSV
3/2007,35.3,8.3,8.8,MSV
4/2007,3.7,1.3,1.3,MSV
5/2007,0.9,0.3,0.3,MSV
2/2008,68.1,15.1,15.5,MSV
3/2008,69.2,21.6,21.6,MSV
4/2008,38.1,17.2,17.3,MSV
5/2008,5.0,2.2,2.2,MSV
2/2009,11.6,3.7,--,MSV
3/2009,25.9,8.5,--,MSV
4/2009,14.5,5.9,--,MSV
5/2009,0.0,0.0,--,MSV
2/2010,63.1,15.9,--,MSV
3/2010,46.9,16.6,--,MSV
4/2010,46.2,19.3,--,MSV
5/2010,34.7,16.7,--,MSV
2/2011,22.9,8.9,--,MSV
3/2011,42.9,13.6,--,MSV
4/2011,72.9,26.6,--,MSV
5/2011,33.2,16.6,--,MSV
2/2012,8.2,2.8,--,MSV
3/2012,4.9,1.7,--,MSV
4/2012,21.2,6.5,--,MSV
5/2012,0.0,0.0,--,MSV
2/2013,20.5,7.6,--,MSV
3/2013,16.9,6.6,--,MSV
4/2013,2.5,1.4,--,MSV
5/2013,0.0,0.0,--,MSV
2/2014,0.0,0.0,--,MSV
3/2014,0.0,0.0,--,MSV
4/2014,9.0,2.0,--,MSV
5/2014,0.0,0.0,--,MSV
2/2015,1.0,0.5,--,MSV
3/2015,0.0,0.0,--,MSV
4/2015,0.0,0.0,--,MSV
5/2015,0.0,0.0,--,MSV
2/2016,33.0,10.5,--,MSV
3/2016,27.0,10.0,--,MSV
4/2016,19.0,8.0,--,MSV
5/2016,0.0,0.0,--,MSV
4/2000,70.4,29.0,29.0,MUM
4/2001,43.5,17.7,17.7,MUM
4/2002,59.3,24.5,24.5,MUM
4/2003,31.5,15.7,15.7,MUM
4/2004,56.0,21.5,21.6,MUM
4/2007,23.1,9.0,9.0,MUM
4/2014,8.0,2.0,--,MUM
4/2015,0.0,0.0,--,MUM
2/2000,80.2,24.7,25.5,MWL
3/2000,129.2,43.6,47.0,MWL
4/2000,118.6,53.7,53.7,MWL
5/2000,78.2,38.0,--,MWL
2/2001,60.4,18.0,18.0,MWL
3/2001,99.4,29.6,29.6,MWL
4/2001,74.6,32.6,32.6,MWL
1/2002,80.4,26.3,--,MWL
2/2002,109.4,40.6,40.6,MWL
3/2002,109.7,49.1,49.1,MWL
4/2002,138.3,57.8,57.8,MWL
5/2002,98.0,47.0,47.0,MWL
1/2003,89.3,32.3,--,MWL
2/2003,85.8,35.0,35.0,MWL
3/2003,92.4,37.1,37.3,MWL
4/2003,95.5,43.7,44.8,MWL
5/2003,130.8,55.2,55.2,MWL
2/2004,97.2,37.2,34.2,MWL
3/2004,150.1,52.8,52.8,MWL
4/2004,103.4,50.4,50.4,MWL
5/2004,58.0,29.7,29.7,MWL
2/2005,110.8,40.6,43.5,MWL
3/2005,121.0,47.0,48.1,MWL
4/2005,158.4,61.3,61.3,MWL
5/2005,128.9,63.6,64.4,MWL
6/2005,92.4,47.9,--,MWL
2/2006,76.2,28.4,29.5,MWL
3/2006,82.2,33.7,42.1,MWL
4/2006,149.2,57.7,59.6,MWL
5/2006,166.2,74.1,74.1,MWL
6/2006,78.2,40.3,--,MWL
2/2007,41.7,15.7,15.7,MWL
3/2007,113.4,32.3,32.2,MWL
4/2007,78.2,32.6,32.6,MWL
5/2007,75.4,31.2,31.2,MWL
2/2008,123.2,38.6,30.3,MWL
3/2008,125.7,45.2,45.2,MWL
4/2008,99.6,46.5,50.1,MWL
5/2008,84.6,40.6,40.8,MWL
2/2009,57.2,20.6,--,MWL
3/2009,106.1,36.9,--,MWL
4/2009,113.0,50.3,--,MWL
5/2009,87.0,43.0,--,MWL
2/2010,98.9,30.3,--,MWL
3/2010,100.0,35.6,--,MWL
4/2010,112.1,45.7,--,MWL
5/2010,116.7,56.1,--,MWL
1/2011,121.1,42.6,--,MWL
2/2011,100.6,39.9,--,MWL
3/2011,145.7,54.9,--,MWL
4/2011,228.5,91.0,--,MWL
5/2011,188.2,88.8,--,MWL
6/2011,160.6,77.6,--,MWL
2/2012,36.6,12.1,--,MWL
3/2012,39.0,14.1,--,MWL
4/2012,111.2,41.3,--,MWL
5/2012,79.6,36.1,--,MWL
2/2013,85.5,32.1,--,MWL
3/2013,83.8,33.4,--,MWL
4/2013,79.2,34.4,--,MWL
5/2013,44.4,22.1,--,MWL
2/2014,17.5,5.0,--,MWL
3/2014,40.0,14.5,--,MWL
4/2014,57.5,21.5,--,MWL
5/2014,50.5,21.0,--,MWL
2/2015,25.0,9.0,--,MWL
3/2015,25.5,10.5,--,MWL
4/2015,16.0,6.0,--,MWL
5/2015,2.0,1.0,--,MWL
2/2016,109.0,35.5,--,MWL
3/2016,96.0,41.5,--,MWL
4/2016,120.0,54.0,--,MWL
5/2016,89.5,40.5,--,MWL
4/2000,73.6,32.1,32.1,NFS
4/2001,50.4,22.1,22.1,NFS
4/2002,56.7,24.8,24.8,NFS
4/2003,62.2,30.7,30.7,NFS
5/2003,189.9,59.2,59.1,NFS
4/2004,57.2,27.2,27.2,NFS
4/2005,64.6,24.8,24.8,NFS
4/2006,105.6,38.6,41.9,NFS
5/2006,148.3,72.7,72.7,NFS
4/2007,24.7,10.1,10.1,NFS
4/2008,49.9,22.1,22.1,NFS
4/2012,68.8,21.9,--,NFS
4/2013,37.3,15.5,--,NFS
4/2014,6.0,2.0,--,NFS
4/2015,0.0,0.0,--,NFS
4/2016,58.5,29.0,--,NFS
2/2000,27.3,7.4,8.2,NGF
3/2000,76.1,18.6,18.7,NGF
4/2000,44.4,18.1,18.1,NGF
5/2000,7.7,3.2,3.2,NGF
2/2001,40.0,10.6,10.6,NGF
3/2001,63.2,15.5,15.5,NGF
4/2001,29.6,11.5,11.5,NGF
2/2002,47.8,17.2,17.2,NGF
3/2002,39.7,17.1,17.1,NGF
4/2002,47.1,20.7,20.7,NGF
5/2002,16.9,4.7,4.7,NGF
2/2003,35.5,14.7,14.7,NGF
3/2003,33.7,15.0,15.0,NGF
4/2003,22.9,11.9,12.2,NGF
5/2003,29.1,13.1,13.1,NGF
2/2004,46.9,15.6,15.6,NGF
3/2004,69.5,23.3,23.3,NGF
4/2004,23.7,10.4,10.4,NGF
5/2004,0.0,0.0,--,NGF
2/2005,64.9,23.7,23.7,NGF
3/2005,69.5,28.0,29.3,NGF
4/2005,76.2,35.4,35.0,NGF
5/2005,53.7,27.8,28.5,NGF
2/2006,42.3,13.0,13.5,NGF
3/2006,38.4,14.0,18.3,NGF
4/2006,74.9,27.3,27.3,NGF
5/2006,60.3,27.5,27.5,NGF
6/2006,0.0,0.0,--,NGF
2/2007,20.7,5.9,5.9,NGF
3/2007,54.7,14.6,14.6,NGF
4/2007,21.8,6.2,6.2,NGF
5/2007,1.5,0.6,0.6,NGF
2/2008,67.2,19.4,19.3,NGF
3/2008,83.2,26.9,26.9,NGF
4/2008,46.7,22.6,22.6,NGF
5/2008,3.0,1.7,1.7,NGF
2/2009,35.9,12.0,--,NGF
3/2009,55.0,18.7,--,NGF
4/2009,49.9,20.0,--,NGF
5/2009,9.8,4.4,--,NGF
2/2010,64.9,17.4,--,NGF
3/2010,51.7,18.5,--,NGF
4/2010,54.9,23.1,--,NGF
5/2010,42.4,20.7,--,NGF
2/2011,56.3,21.3,--,NGF
3/2011,89.4,28.5,--,NGF
4/2011,107.7,41.3,--,NGF
5/2011,71.5,33.2,--,NGF
2/2012,13.8,2.7,--,NGF
3/2012,6.5,2.3,--,NGF
4/2012,13.9,5.0,--,NGF
5/2012,0.0,0.0,--,NGF
2/2013,27.0,9.0,--,NGF
3/2013,22.5,9.4,--,NGF
4/2013,11.6,5.4,--,NGF
5/2013,0.0,0.0,--,NGF
2/2014,2.5,1.5,--,NGF
3/2014,8.0,3.5,--,NGF
4/2014,0.0,0.0,--,NGF
5/2014,0.0,0.0,--,NGF
2/2015,5.0,2.0,--,NGF
3/2015,0.0,0.0,--,NGF
4/2015,0.0,0.0,--,NGF
5/2015,0.0,0.0,--,NGF
2/2016,57.0,20.5,--,NGF
3/2016,46.0,20.0,--,NGF
4/2016,43.0,20.5,--,NGF
5/2016,7.0,3.5,--,NGF
2/2000,101.1,22.0,--,NGM
3/2000,134.1,40.5,--,NGM
4/2000,111.5,48.6,48.6,NGM
5/2000,89.0,41.0,--,NGM
2/2001,58.6,15.7,--,NGM
3/2001,95.7,27.7,--,NGM
4/2001,76.1,31.0,--,NGM
5/2001,69.8,33.2,--,NGM
2/2002,99.3,35.8,--,NGM
3/2002,98.8,41.5,--,NGM
4/2002,108.9,40.5,--,NGM
5/2002,72.9,35.6,--,NGM
2/2003,70.2,27.9,--,NGM
3/2003,82.4,30.9,--,NGM
4/2003,83.3,34.5,--,NGM
5/2003,104.9,42.6,--,NGM
2/2004,91.4,31.9,--,NGM
3/2004,131.0,43.2,--,NGM
4/2004,80.0,37.1,--,NGM
5/2004,68.0,34.2,--,NGM
2/2005,127.2,51.2,--,NGM
3/2005,137.1,46.7,--,NGM
4/2005,155.9,59.6,--,NGM
5/2005,134.2,62.1,--,NGM
2/2006,110.1,41.9,--,NGM
3/2006,110.0,50.2,--,NGM
4/2006,175.3,72.8,--,NGM
5/2006,164.8,86.7,--,NGM
2/2007,40.6,14.5,--,NGM
3/2007,76.0,23.3,--,NGM
4/2007,72.4,30.4,--,NGM
5/2007,54.4,26.0,--,NGM
2/2008,105.6,35.2,--,NGM
3/2008,111.8,40.8,--,NGM
4/2008,95.3,45.9,--,NGM
5/2008,73.3,38.3,--,NGM
2/2009,60.2,20.7,--,NGM
3/2009,114.7,37.3,--,NGM
4/2009,109.9,47.2,--,NGM
5/2009,87.8,46.6,--,NGM
2/2010,101.0,30.8,--,NGM
3/2010,117.8,42.9,--,NGM
4/2010,105.7,47.3,--,NGM
5/2010,112.3,53.2,--,NGM
2/2011,95.6,44.1,--,NGM
3/2011,119.5,45.8,--,NGM
4/2011,157.0,59.3,--,NGM
5/2011,121.5,58.7,--,NGM
2/2012,34.5,10.9,--,NGM
3/2012,48.7,12.7,--,NGM
4/2012,72.8,23.3,--,NGM
5/2012,39.2,19.4,--,NGM
2/2013,85.0,38.1,--,NGM
3/2013,80.2,38.8,--,NGM
4/2013,82.2,37.2,--,NGM
5/2013,57.7,28.6,--,NGM
2/2014,11.5,4.0,--,NGM
3/2014,48.5,14.5,--,NGM
4/2014,61.5,22.5,--,NGM
5/2014,40.5,18.5,--,NGM
2/2015,34.5,12.5,--,NGM
3/2015,39.5,16.5,--,NGM
4/2015,29.0,12.5,--,NGM
5/2015,12.0,4.5,--,NGM
2/2016,104.5,34.0,--,NGM
3/2016,94.5,41.0,--,NGM
4/2016,110.0,49.0,--,NGM
5/2016,80.5,38.0,--,NGM
3/2000,123.4,38.5,38.4,NLL
4/2000,87.7,38.7,38.7,NLL
5/2000,62.4,29.1,29.1,NLL
2/2001,56.9,13.8,13.8,NLL
4/2001,62.5,24.0,24.0,NLL
2/2002,73.4,21.2,21.2,NLL
3/2002,67.6,25.1,25.1,NLL
4/2002,72.1,24.4,24.9,NLL
2/2003,48.1,17.1,17.1,NLL
3/2003,67.3,22.0,22.0,NLL
4/2003,49.9,20.9,20.9,NLL
2/2004,75.9,22.7,23.0,NLL
3/2004,109.6,39.4,38.2,NLL
4/2004,65.5,30.3,30.3,NLL
2/2005,121.4,42.8,42.8,NLL
3/2005,138.8,50.9,50.7,NLL
4/2005,150.7,63.1,63.1,NLL
5/2005,123.4,60.2,60.8,NLL
2/2006,86.1,31.3,31.3,NLL
3/2006,89.4,35.7,35.3,NLL
4/2006,170.0,61.6,52.4,NLL
5/2006,138.2,59.5,59.5,NLL
2/2007,36.8,9.6,9.3,NLL
3/2007,86.8,23.1,22.6,NLL
4/2007,56.7,22.5,22.6,NLL
2/2008,96.9,28.2,25.0,NLL
3/2008,108.6,35.4,36.2,NLL
4/2008,76.9,34.5,34.8,NLL
2/2009,51.2,18.4,--,NLL
3/2009,91.7,29.7,--,NLL
4/2009,83.2,34.0,--,NLL
5/2009,48.8,21.2,--,NLL
2/2010,96.3,27.7,--,NLL
3/2010,94.2,32.6,--,NLL
4/2010,100.3,42.0,--,NLL
2/2011,98.3,39.5,--,NLL
3/2011,120.4,45.1,--,NLL
4/2011,170.4,70.0,--,NLL
2/2012,33.7,8.4,--,NLL
3/2012,35.8,11.9,--,NLL
4/2012,54.1,17.6,--,NLL
2/2013,63.0,22.7,--,NLL
3/2013,60.3,22.7,--,NLL
4/2013,52.1,22.4,--,NLL
2/2014,13.0,3.5,--,NLL
3/2014,27.0,10.0,--,NLL
4/2014,50.0,17.5,--,NLL
2/2015,22.5,7.0,--,NLL
3/2015,23.0,6.5,--,NLL
4/2015,6.0,2.5,--,NLL
2/2016,78.0,24.0,--,NLL
3/2016,80.5,31.0,--,NLL
4/2016,84.0,35.5,--,NLL
2/2000,34.1,9.7,--,NMN
3/2000,40.9,14.3,--,NMN
4/2000,34.9,11.4,11.4,NMN
2/2001,20.9,5.0,--,NMN
3/2001,39.6,10.7,--,NMN
4/2001,13.9,5.9,--,NMN
2/2002,30.2,10.1,--,NMN
3/2002,25.8,10.2,--,NMN
4/2002,65.2,31.3,--,NMN
2/2003,14.1,2.5,--,NMN
3/2003,20.1,6.1,--,NMN
4/2003,18.7,4.0,--,NMN
5/2003,22.9,8.9,--,NMN
2/2004,29.9,,--,NMN
3/2004,52.6,7.3,--,NMN
4/2004,24.4,9.7,--,NMN
5/2004,0.0,0.0,--,NMN
1/2005,158.5,23.0,--,NMN
2/2005,17.3,5.9,--,NMN
3/2005,15.8,6.5,--,NMN
4/2005,15.6,5.1,--,NMN
5/2005,0.0,0.0,--,NMN
1/2006,0.0,0.0,--,NMN
2/2006,60.8,19.4,--,NMN
3/2006,15.0,5.4,--,NMN
4/2006,35.3,8.1,--,NMN
5/2006,18.6,9.2,--,NMN
2/2007,5.8,1.7,--,NMN
3/2007,27.3,5.8,--,NMN
4/2007,4.9,0.7,--,NMN
5/2007,4.2,2.0,--,NMN
1/2008,9.9,1.9,--,NMN
2/2008,44.5,9.9,--,NMN
3/2008,39.8,13.4,--,NMN
4/2008,33.7,12.5,--,NMN
5/2008,5.8,2.4,--,NMN
2/2009,19.8,6.2,--,NMN
3/2009,23.9,9.7,--,NMN
4/2009,25.6,9.7,--,NMN
5/2009,0.0,0.0,--,NMN
2/2010,31.8,7.8,--,NMN
3/2010,32.1,9.7,--,NMN
4/2010,35.8,13.4,--,NMN
5/2010,15.8,6.5,--,NMN
2/2011,12.4,5.3,--,NMN
3/2011,36.7,7.7,--,NMN
4/2011,36.6,13.9,--,NMN
5/2011,12.8,5.6,--,NMN
2/2012,2.4,1.2,--,NMN
3/2012,0.4,0.4,--,NMN
4/2012,12.6,3.7,--,NMN
5/2012,0.0,0.0,--,NMN
2/2013,19.0,6.5,--,NMN
3/2013,19.2,6.3,--,NMN
4/2013,5.9,2.2,--,NMN
2/2014,0.0,0.0,--,NMN
3/2014,0.0,0.0,--,NMN
4/2014,9.0,2.0,--,NMN
5/2014,0.0,0.0,--,NMN
2/2015,0.0,0.0,--,NMN
3/2015,0.0,0.0,--,NMN
4/2015,0.0,0.0,--,NMN
5/2015,0.0,0.0,--,NMN
2/2016,25.5,8.0,--,NMN
3/2016,15.0,5.5,--,NMN
4/2016,7.5,3.0,--,NMN
5/2016,0.0,0.0,--,NMN
4/2000,36.0,16.0,16.0,NRF
5/2000,0.0,0.0,--,NRF
4/2001,31.3,13.9,13.9,NRF
5/2001,0.0,0.0,--,NRF
4/2002,35.0,17.0,17.0,NRF
5/2002,0.0,0.0,--,NRF
4/2003,10.8,5.8,5.8,NRF
5/2003,6.4,2.4,2.4,NRF
4/2004,33.5,15.5,15.5,NRF
5/2004,0.0,0.0,--,NRF
4/2005,36.5,15.8,15.8,NRF
5/2005,7.3,3.0,3.0,NRF
4/2006,37.2,17.6,17.6,NRF
5/2006,30.8,15.1,15.1,NRF
4/2007,9.8,3.0,3.0,NRF
5/2007,0.0,0.0,--,NRF
4/2008,33.0,15.3,15.3,NRF
5/2008,0.0,0.0,--,NRF
4/2009,31.2,14.0,--,NRF
5/2009,0.0,0.0,--,NRF
4/2010,48.0,18.8,--,NRF
5/2010,13.7,6.3,--,NRF
4/2011,70.9,27.3,--,NRF
5/2011,23.3,10.4,--,NRF
4/2012,22.3,8.7,--,NRF
5/2012,0.0,0.0,--,NRF
4/2013,11.7,5.8,--,NRF
5/2013,0.0,0.0,--,NRF
4/2014,15.0,3.0,--,NRF
5/2014,0.0,0.0,--,NRF
4/2015,0.0,0.0,--,NRF
5/2015,0.0,0.0,--,NRF
4/2016,32.5,13.0,--,NRF
5/2016,0.0,0.0,--,NRF
2/2000,18.6,2.5,--,NTH
3/2000,38.0,11.3,--,NTH
4/2000,22.3,10.5,10.5,NTH
5/2000,0.0,0.0,--,NTH
2/2001,24.1,4.1,--,NTH
3/2001,41.3,9.6,--,NTH
4/2001,28.5,11.6,--,NTH
5/2001,11.4,5.7,--,NTH
2/2002,27.5,7.9,--,NTH
3/2002,22.1,6.9,--,NTH
4/2002,48.4,15.0,--,NTH
5/2002,0.0,0.0,--,NTH
2/2003,37.8,13.0,--,NTH
3/2003,31.1,9.1,--,NTH
4/2003,22.3,9.5,--,NTH
5/2003,10.5,4.8,--,NTH
2/2004,34.4,11.4,--,NTH
3/2004,55.2,13.6,--,NTH
4/2004,21.3,9.5,--,NTH
5/2004,0.0,0.0,--,NTH
2/2005,50.6,16.0,--,NTH
3/2005,57.4,17.9,--,NTH
4/2005,56.3,21.6,--,NTH
5/2005,32.6,14.7,--,NTH
2/2006,42.4,13.3,--,NTH
3/2006,41.9,14.2,--,NTH
4/2006,53.1,19.1,--,NTH
5/2006,37.9,14.0,--,NTH
2/2007,9.6,1.6,--,NTH
3/2007,17.1,3.3,--,NTH
4/2007,1.3,0.4,--,NTH
5/2007,0.0,0.0,--,NTH
2/2008,39.5,11.3,--,NTH
3/2008,52.9,15.3,--,NTH
4/2008,26.1,11.0,--,NTH
5/2008,1.6,0.6,--,NTH
2/2009,14.1,3.9,--,NTH
3/2009,20.8,5.8,--,NTH
4/2009,18.9,7.1,--,NTH
5/2009,0.0,0.0,--,NTH
2/2010,40.6,9.2,--,NTH
3/2010,42.4,11.6,--,NTH
4/2010,34.8,11.5,--,NTH
5/2010,27.0,11.6,--,NTH
2/2011,39.5,14.6,--,NTH
3/2011,55.3,17.4,--,NTH
4/2011,47.5,20.2,--,NTH
5/2011,22.2,9.7,--,NTH
2/2012,20.7,4.6,--,NTH
3/2012,14.9,4.2,--,NTH
4/2012,10.8,4.5,--,NTH
5/2012,0.0,0.0,--,NTH
2/2013,23.1,5.2,--,NTH
3/2013,25.3,6.2,--,NTH
4/2013,9.4,3.1,--,NTH
5/2013,0.0,0.0,--,NTH
2/2014,18.5,5.0,--,NTH
3/2014,30.0,7.0,--,NTH
4/2014,14.0,5.5,--,NTH
5/2014,2.5,0.5,--,NTH
2/2015,7.5,2.0,--,NTH
3/2015,4.5,1.0,--,NTH
4/2015,0.0,0.0,--,NTH
5/2015,0.0,0.0,--,NTH
2/2016,25.5,4.5,--,NTH
3/2016,24.0,7.0,--,NTH
4/2016,17.5,5.0,--,NTH
5/2016,0.0,0.0,--,NTH
3/2000,50.0,14.4,14.4,OEM
4/2000,22.0,9.8,9.8,OEM
5/2000,0.0,0.0,--,OEM
3/2001,53.4,15.1,15.0,OEM
4/2001,14.1,6.4,6.4,OEM
5/2001,3.9,2.0,2.0,OEM
2/2002,45.4,11.6,11.6,OEM
3/2002,54.0,27.5,27.5,OEM
4/2002,33.2,12.0,12.0,OEM
5/2002,0.0,0.0,--,OEM
3/2003,17.4,6.2,6.7,OEM
4/2003,3.9,1.6,1.6,OEM
5/2003,9.6,3.1,3.1,OEM
2/2004,31.1,11.1,11.2,OEM
3/2004,52.4,16.9,16.2,OEM
4/2004,10.9,4.5,4.5,OEM
3/2005,41.5,16.9,17.4,OEM
4/2005,53.0,23.0,23.0,OEM
5/2005,25.5,11.1,11.1,OEM
3/2006,18.3,4.8,3.4,OEM
4/2006,51.3,17.5,18.2,OEM
5/2006,27.6,11.5,11.5,OEM
3/2007,33.7,10.7,10.7,OEM
4/2007,19.1,6.0,6.0,OEM
3/2008,66.3,28.5,28.5,OEM
4/2008,35.5,15.8,15.8,OEM
5/2008,7.8,3.5,3.5,OEM
3/2009,47.5,16.6,--,OEM
4/2009,32.3,14.6,--,OEM
5/2009,6.8,3.5,--,OEM
3/2010,68.8,36.2,--,OEM
4/2010,61.0,26.3,--,OEM
5/2010,53.3,25.8,--,OEM
6/2010,20.2,9.7,--,OEM
2/2011,51.1,19.5,--,OEM
3/2011,71.3,25.0,--,OEM
4/2011,94.3,33.6,--,OEM
5/2011,47.9,21.5,--,OEM
6/2011,11.3,5.6,--,OEM
3/2012,18.2,6.5,--,OEM
4/2012,20.6,8.6,--,OEM
5/2012,3.6,1.6,--,OEM
3/2013,25.1,9.6,--,OEM
4/2013,2.6,1.0,--,OEM
5/2013,0.0,0.0,--,OEM
3/2014,1.5,0.5,--,OEM
4/2014,5.0,1.0,--,OEM
3/2015,6.5,1.5,--,OEM
4/2015,0.0,0.0,--,OEM
5/2015,0.0,0.0,--,OEM
3/2016,35.0,14.5,--,OEM
4/2016,24.0,9.5,--,OEM
5/2016,0.0,0.0,--,OEM
2/2000,31.9,11.4,11.4,ONN
3/2000,108.8,33.5,33.6,ONN
4/2000,41.6,19.5,19.5,ONN
5/2000,1.7,0.8,0.8,ONN
2/2001,28.4,8.5,8.5,ONN
3/2001,59.8,17.0,17.2,ONN
4/2001,19.4,8.2,8.2,ONN
5/2001,1.1,0.5,0.5,ONN
3/2002,50.8,22.3,22.3,ONN
4/2002,104.5,41.5,41.5,ONN
5/2002,15.9,7.1,7.1,ONN
2/2003,34.2,14.2,14.2,ONN
3/2003,33.1,15.4,15.4,ONN
4/2003,20.5,10.3,10.7,ONN
5/2003,36.6,13.9,13.9,ONN
2/2004,44.5,14.2,13.5,ONN
3/2004,82.1,27.4,27.1,ONN
4/2004,28.7,13.7,13.7,ONN
5/2004,4.4,2.4,2.4,ONN
2/2005,65.1,24.7,24.7,ONN
3/2005,67.4,27.4,27.1,ONN
4/2005,70.1,29.9,29.9,ONN
5/2005,39.9,20.6,20.7,ONN
2/2006,37.5,11.0,11.1,ONN
3/2006,28.2,9.7,9.7,ONN
5/2006,54.6,25.7,25.7,ONN
1/2007,14.8,4.8,--,ONN
3/2007,70.2,15.7,15.7,ONN
4/2007,14.6,6.5,6.9,ONN
5/2007,0.5,0.2,0.2,ONN
2/2008,76.6,22.9,23.3,ONN
3/2008,79.4,29.9,29.9,ONN
4/2008,47.3,23.1,23.1,ONN
5/2008,43.3,20.7,20.7,ONN
2/2009,23.3,9.3,--,ONN
3/2009,50.7,19.0,--,ONN
4/2009,46.3,20.3,--,ONN
5/2009,12.6,5.8,--,ONN
2/2010,64.4,19.1,--,ONN
3/2010,61.6,25.0,--,ONN
4/2010,62.9,25.0,--,ONN
5/2010,52.5,23.3,--,ONN
2/2011,47.6,20.9,--,ONN
3/2011,91.6,31.0,--,ONN
4/2011,135.1,48.4,--,ONN
5/2011,85.0,42.7,--,ONN
2/2012,13.0,4.2,--,ONN
3/2012,32.4,7.1,--,ONN
4/2012,37.1,14.6,--,ONN
5/2012,8.9,3.9,--,ONN
1/2013,4.5,2.3,--,ONN
2/2013,27.0,10.0,--,ONN
3/2013,21.5,8.2,--,ONN
4/2013,6.6,2.9,--,ONN
5/2013,0.0,0.0,--,ONN
2/2014,4.0,0.5,--,ONN
3/2014,5.0,1.0,--,ONN
4/2014,4.0,1.0,--,ONN
5/2014,0.0,0.0,--,ONN
2/2015,1.0,0.5,--,ONN
3/2015,0.0,0.0,--,ONN
4/2015,0.0,0.0,--,ONN
5/2015,0.0,0.0,--,ONN
2/2016,45.0,17.5,--,ONN
3/2016,33.5,14.0,--,ONN
4/2016,42.0,19.5,--,ONN
5/2016,8.5,3.5,--,ONN
3/2000,108.6,34.0,39.1,PDS
4/2000,90.4,42.8,42.8,PDS
5/2000,61.0,33.0,33.0,PDS
2/2001,55.8,14.7,14.7,PDS
3/2001,82.4,19.1,19.1,PDS
4/2001,55.4,24.2,24.2,PDS
5/2001,45.7,21.6,21.6,PDS
2/2002,90.3,31.9,31.9,PDS
3/2002,86.8,35.4,35.4,PDS
4/2002,98.7,37.1,37.1,PDS
5/2002,53.1,24.5,27.7,PDS
2/2003,54.4,20.1,20.1,PDS
3/2003,69.0,24.4,24.4,PDS
4/2003,66.8,27.6,27.6,PDS
5/2003,95.6,38.4,39.0,PDS
2/2004,87.2,30.7,30.8,PDS
3/2004,127.5,43.0,41.6,PDS
4/2004,92.0,40.0,40.0,PDS
5/2004,52.1,26.6,26.6,PDS
2/2005,108.8,40.1,40.1,PDS
3/2005,145.2,54.6,56.6,PDS
4/2005,169.6,68.5,68.5,PDS
5/2005,140.7,65.7,65.7,PDS
2/2006,90.8,32.0,33.3,PDS
3/2006,86.1,38.1,43.8,PDS
4/2006,146.0,54.5,58.1,PDS
5/2006,122.8,74.7,74.7,PDS
2/2007,32.5,10.4,10.4,PDS
3/2007,58.5,19.4,23.8,PDS
4/2007,50.2,22.6,22.6,PDS
5/2007,28.4,13.3,13.3,PDS
2/2008,102.6,34.5,30.1,PDS
3/2008,109.0,39.9,39.9,PDS
4/2008,80.0,37.6,37.6,PDS
5/2008,49.6,26.8,26.8,PDS
2/2009,50.6,17.3,--,PDS
3/2009,92.0,28.4,--,PDS
4/2009,83.0,35.2,--,PDS
5/2009,55.7,26.1,--,PDS
2/2010,84.7,25.3,--,PDS
3/2010,97.3,33.6,--,PDS
4/2010,86.3,36.6,--,PDS
5/2010,87.6,42.8,--,PDS
2/2011,95.6,39.9,--,PDS
3/2011,119.5,45.0,--,PDS
4/2011,165.9,56.5,--,PDS
5/2011,125.4,62.8,--,PDS
2/2012,22.7,7.1,--,PDS
3/2012,34.7,8.5,--,PDS
